Area,Date,Area type,Region,Commodity category,Amount (USD),Amount 12 month rolling sum (USD)
Serbia,7/1/2024,Country or economy,Europe,All technologies,16772573,135531600
Serbia,7/1/2024,Country or economy,Europe,Batteries,12802390,36973335
Serbia,7/1/2024,Country or economy,Europe,EVs,828527,5923973
Serbia,7/1/2024,Country or economy,Europe,Grid,223391,9820046
Serbia,7/1/2024,Country or economy,Europe,Heating and cooling systems,2171562,42997869
Serbia,7/1/2024,Country or economy,Europe,Solar PV,36306,21323062
Serbia,7/1/2024,Country or economy,Europe,Wind,710397,18493315
Serbia,8/1/2024,Country or economy,Europe,All technologies,31629048,158522642
Serbia,8/1/2024,Country or economy,Europe,Batteries,3961569,39691313
Serbia,8/1/2024,Country or economy,Europe,EVs,738174,6453001
Serbia,8/1/2024,Country or economy,Europe,Grid,4056432,13282046
Serbia,8/1/2024,Country or economy,Europe,Heating and cooling systems,5942563,46509336
Serbia,8/1/2024,Country or economy,Europe,Solar PV,348580,18012179
Serbia,8/1/2024,Country or economy,Europe,Wind,16581730,34574767
Serbia,9/1/2024,Country or economy,Europe,All technologies,19320272,168444717
Serbia,9/1/2024,Country or economy,Europe,Batteries,13443337,51969467
Serbia,9/1/2024,Country or economy,Europe,EVs,758631,7028962
Serbia,9/1/2024,Country or economy,Europe,Grid,668479,11372838
Serbia,9/1/2024,Country or economy,Europe,Heating and cooling systems,3623309,48654870
Serbia,9/1/2024,Country or economy,Europe,Solar PV,171763,14524689
Serbia,9/1/2024,Country or economy,Europe,Wind,654753,34893891
Serbia,10/1/2024,Country or economy,Europe,All technologies,11904858,172478894
Serbia,10/1/2024,Country or economy,Europe,Batteries,7404200,58515713
Serbia,10/1/2024,Country or economy,Europe,EVs,1365787,8277075
Serbia,10/1/2024,Country or economy,Europe,Grid,257780,10648330
Serbia,10/1/2024,Country or economy,Europe,Heating and cooling systems,2591833,48895920
Serbia,10/1/2024,Country or economy,Europe,Solar PV,31463,11260330
Serbia,10/1/2024,Country or economy,Europe,Wind,253795,34881526
Serbia,11/1/2024,Country or economy,Europe,All technologies,23272230,191931770
Serbia,11/1/2024,Country or economy,Europe,Batteries,2326323,60255186
Serbia,11/1/2024,Country or economy,Europe,EVs,1690329,9831720
Serbia,11/1/2024,Country or economy,Europe,Grid,312958,10546356
Serbia,11/1/2024,Country or economy,Europe,Heating and cooling systems,3869464,50450886
Serbia,11/1/2024,Country or economy,Europe,Solar PV,196460,11297543
Serbia,11/1/2024,Country or economy,Europe,Wind,14876696,49550079
Serbia,12/1/2024,Country or economy,Europe,All technologies,11501035,199111588
Serbia,12/1/2024,Country or economy,Europe,Batteries,205433,59516476
Serbia,12/1/2024,Country or economy,Europe,EVs,2557486,11935923
Serbia,12/1/2024,Country or economy,Europe,Grid,5263908,15663533
Serbia,12/1/2024,Country or economy,Europe,Heating and cooling systems,2604322,51880944
Serbia,12/1/2024,Country or economy,Europe,Solar PV,208125,10148956
Serbia,12/1/2024,Country or economy,Europe,Wind,661761,49965756
Serbia,1/1/2025,Country or economy,Europe,All technologies,14624645,201788698
Serbia,1/1/2025,Country or economy,Europe,Batteries,2489407,58687875
Serbia,1/1/2025,Country or economy,Europe,EVs,705840,12024962
Serbia,1/1/2025,Country or economy,Europe,Grid,1868287,14273984
Serbia,1/1/2025,Country or economy,Europe,Heating and cooling systems,8673275,57336637
Serbia,1/1/2025,Country or economy,Europe,Solar PV,112248,8898772
Serbia,1/1/2025,Country or economy,Europe,Wind,775588,50566468
Serbia,2/1/2025,Country or economy,Europe,All technologies,13720517,207985221
Serbia,2/1/2025,Country or economy,Europe,Batteries,2999354,58965995
Serbia,2/1/2025,Country or economy,Europe,EVs,667135,12455703
Serbia,2/1/2025,Country or economy,Europe,Grid,1281097,15525850
Serbia,2/1/2025,Country or economy,Europe,Heating and cooling systems,7624470,62814780
Serbia,2/1/2025,Country or economy,Europe,Solar PV,446072,7567783
Serbia,2/1/2025,Country or economy,Europe,Wind,702389,50655110
Serbia,3/1/2025,Country or economy,Europe,All technologies,19054396,215569615
Serbia,3/1/2025,Country or economy,Europe,Batteries,3791250,58368331
Serbia,3/1/2025,Country or economy,Europe,EVs,1157007,12308795
Serbia,3/1/2025,Country or economy,Europe,Grid,407075,15725456
Serbia,3/1/2025,Country or economy,Europe,Heating and cooling systems,12823326,71225014
Serbia,3/1/2025,Country or economy,Europe,Solar PV,68875,6928566
Serbia,3/1/2025,Country or economy,Europe,Wind,806863,51013453
Serbia,4/1/2025,Country or economy,Europe,All technologies,32071166,234862804
Serbia,4/1/2025,Country or economy,Europe,Batteries,2137616,57749543
Serbia,4/1/2025,Country or economy,Europe,EVs,1078771,12907872
Serbia,4/1/2025,Country or economy,Europe,Grid,588668,16015289
Serbia,4/1/2025,Country or economy,Europe,Heating and cooling systems,13482881,76438023
Serbia,4/1/2025,Country or economy,Europe,Solar PV,748400,6964972
Serbia,4/1/2025,Country or economy,Europe,Wind,14034830,64787105
Serbia,5/1/2025,Country or economy,Europe,All technologies,27664191,245735814
Serbia,5/1/2025,Country or economy,Europe,Batteries,10273055,65104949
Serbia,5/1/2025,Country or economy,Europe,EVs,2269285,14416083
Serbia,5/1/2025,Country or economy,Europe,Grid,5543246,20711116
Serbia,5/1/2025,Country or economy,Europe,Heating and cooling systems,7699668,75576705
Serbia,5/1/2025,Country or economy,Europe,Solar PV,1332062,4915670
Serbia,5/1/2025,Country or economy,Europe,Wind,546875,65011291
Serbia,6/1/2025,Country or economy,Europe,All technologies,32801608,254336539
Serbia,6/1/2025,Country or economy,Europe,Batteries,20265508,82099442
Serbia,6/1/2025,Country or economy,Europe,EVs,878699,14695671
Serbia,6/1/2025,Country or economy,Europe,Grid,4028106,24499427
Serbia,6/1/2025,Country or economy,Europe,Heating and cooling systems,6013775,77120448
Serbia,6/1/2025,Country or economy,Europe,Solar PV,1290957,4991311
Serbia,6/1/2025,Country or economy,Europe,Wind,324563,50930240
Serbia,7/1/2025,Country or economy,Europe,All technologies,21804281,259368247
Serbia,7/1/2025,Country or economy,Europe,Batteries,14340589,83637641
Serbia,7/1/2025,Country or economy,Europe,EVs,1339469,15206613
Serbia,7/1/2025,Country or economy,Europe,Grid,1116167,25392203
Serbia,7/1/2025,Country or economy,Europe,Heating and cooling systems,4692415,79641301
Serbia,7/1/2025,Country or economy,Europe,Solar PV,128088,5083093
Serbia,7/1/2025,Country or economy,Europe,Wind,187553,50407396
Serbia,8/1/2025,Country or economy,Europe,All technologies,14106924,241846123
Serbia,8/1/2025,Country or economy,Europe,Batteries,4129419,83805491
Serbia,8/1/2025,Country or economy,Europe,EVs,2503389,16971828
Serbia,8/1/2025,Country or economy,Europe,Grid,469890,21805661
Serbia,8/1/2025,Country or economy,Europe,Heating and cooling systems,4324793,78023531
Serbia,8/1/2025,Country or economy,Europe,Solar PV,1998464,6732977
Serbia,8/1/2025,Country or economy,Europe,Wind,680969,34506635
Serbia,9/1/2025,Country or economy,Europe,All technologies,16885343,239411194
Serbia,9/1/2025,Country or economy,Europe,Batteries,9862900,80225054
Serbia,9/1/2025,Country or economy,Europe,EVs,2140716,18353913
Serbia,9/1/2025,Country or economy,Europe,Grid,691767,21828949
Serbia,9/1/2025,Country or economy,Europe,Heating and cooling systems,2568240,76968462
Serbia,9/1/2025,Country or economy,Europe,Solar PV,1004242,7565456
Serbia,9/1/2025,Country or economy,Europe,Wind,617478,34469360
Serbia,10/1/2025,Country or economy,Europe,All technologies,28046921,255553257
Serbia,10/1/2025,Country or economy,Europe,Batteries,19307573,92128427
Serbia,10/1/2025,Country or economy,Europe,EVs,4356559,21344685
Serbia,10/1/2025,Country or economy,Europe,Grid,1732681,23303850
Serbia,10/1/2025,Country or economy,Europe,Heating and cooling systems,1469469,75846098
Serbia,10/1/2025,Country or economy,Europe,Solar PV,736165,8270158
Serbia,10/1/2025,Country or economy,Europe,Wind,444474,34660039
Serbia,11/1/2025,Country or economy,Europe,All technologies,28595458,260876485
Serbia,11/1/2025,Country or economy,Europe,Batteries,20222393,110024497
Serbia,11/1/2025,Country or economy,Europe,EVs,3709406,23363762
Serbia,11/1/2025,Country or economy,Europe,Grid,747969,23738861
Serbia,11/1/2025,Country or economy,Europe,Heating and cooling systems,1032172,73008806
Serbia,11/1/2025,Country or economy,Europe,Solar PV,2002218,10075916
Serbia,11/1/2025,Country or economy,Europe,Wind,881300,20664643
Serbia,12/1/2025,Country or economy,Europe,All technologies,31679405,281054855
Serbia,12/1/2025,Country or economy,Europe,Batteries,19847966,129667030
Serbia,12/1/2025,Country or economy,Europe,EVs,5200255,26006531
Serbia,12/1/2025,Country or economy,Europe,Grid,3853634,22328587
Serbia,12/1/2025,Country or economy,Europe,Heating and cooling systems,1913922,72318406
Serbia,12/1/2025,Country or economy,Europe,Solar PV,196759,10064550
Serbia,12/1/2025,Country or economy,Europe,Wind,666869,20669751
Serbia,1/1/2026,Country or economy,Europe,All technologies,30422089,296852299
Serbia,1/1/2026,Country or economy,Europe,Batteries,12967209,140144832
Serbia,1/1/2026,Country or economy,Europe,EVs,7455111,32755802
Serbia,1/1/2026,Country or economy,Europe,Grid,2758430,23218730
Serbia,1/1/2026,Country or economy,Europe,Heating and cooling systems,6528943,70174074
Serbia,1/1/2026,Country or economy,Europe,Solar PV,144290,10096592
Serbia,1/1/2026,Country or economy,Europe,Wind,568106,20462269
Serbia,2/1/2026,Country or economy,Europe,All technologies,29470886,312602668
Serbia,2/1/2026,Country or economy,Europe,Batteries,7079404,144224882
Serbia,2/1/2026,Country or economy,Europe,EVs,11022960,43111627
Serbia,2/1/2026,Country or economy,Europe,Grid,2017401,23955034
Serbia,2/1/2026,Country or economy,Europe,Heating and cooling systems,7826984,70376588
Serbia,2/1/2026,Country or economy,Europe,Solar PV,1101646,10752166
Serbia,2/1/2026,Country or economy,Europe,Wind,422491,20182371
Seychelles,1/1/2018,Country or economy,Africa,All technologies,61437,
Seychelles,1/1/2018,Country or economy,Africa,Batteries,37804,
Seychelles,1/1/2018,Country or economy,Africa,EVs,10080,
Seychelles,1/1/2018,Country or economy,Africa,Grid,0,
Seychelles,1/1/2018,Country or economy,Africa,Heating and cooling systems,13553,
Seychelles,1/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,1/1/2018,Country or economy,Africa,Wind,0,
Seychelles,2/1/2018,Country or economy,Africa,All technologies,283132,
Seychelles,2/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,2/1/2018,Country or economy,Africa,EVs,1200,
Seychelles,2/1/2018,Country or economy,Africa,Grid,0,
Seychelles,2/1/2018,Country or economy,Africa,Heating and cooling systems,0,
Seychelles,2/1/2018,Country or economy,Africa,Solar PV,281932,
Seychelles,2/1/2018,Country or economy,Africa,Wind,0,
Seychelles,3/1/2018,Country or economy,Africa,All technologies,16588,
Seychelles,3/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,3/1/2018,Country or economy,Africa,EVs,0,
Seychelles,3/1/2018,Country or economy,Africa,Grid,16588,
Seychelles,3/1/2018,Country or economy,Africa,Heating and cooling systems,0,
Seychelles,3/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,3/1/2018,Country or economy,Africa,Wind,0,
Seychelles,4/1/2018,Country or economy,Africa,All technologies,131182,
Seychelles,4/1/2018,Country or economy,Africa,Batteries,23217,
Seychelles,4/1/2018,Country or economy,Africa,EVs,0,
Seychelles,4/1/2018,Country or economy,Africa,Grid,500,
Seychelles,4/1/2018,Country or economy,Africa,Heating and cooling systems,107465,
Seychelles,4/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,4/1/2018,Country or economy,Africa,Wind,0,
Seychelles,6/1/2018,Country or economy,Africa,All technologies,70169,
Seychelles,6/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,6/1/2018,Country or economy,Africa,EVs,0,
Seychelles,6/1/2018,Country or economy,Africa,Grid,2600,
Seychelles,6/1/2018,Country or economy,Africa,Heating and cooling systems,47611,
Seychelles,6/1/2018,Country or economy,Africa,Solar PV,19958,
Seychelles,6/1/2018,Country or economy,Africa,Wind,0,
Seychelles,7/1/2018,Country or economy,Africa,All technologies,70737,
Seychelles,7/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,7/1/2018,Country or economy,Africa,EVs,0,
Seychelles,7/1/2018,Country or economy,Africa,Grid,0,
Seychelles,7/1/2018,Country or economy,Africa,Heating and cooling systems,70737,
Seychelles,7/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,7/1/2018,Country or economy,Africa,Wind,0,
Seychelles,8/1/2018,Country or economy,Africa,All technologies,23403,
Seychelles,8/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,8/1/2018,Country or economy,Africa,EVs,21065,
Seychelles,8/1/2018,Country or economy,Africa,Grid,0,
Seychelles,8/1/2018,Country or economy,Africa,Heating and cooling systems,2338,
Seychelles,8/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,8/1/2018,Country or economy,Africa,Wind,0,
Seychelles,9/1/2018,Country or economy,Africa,All technologies,600,
Seychelles,9/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,9/1/2018,Country or economy,Africa,EVs,0,
Seychelles,9/1/2018,Country or economy,Africa,Grid,0,
Seychelles,9/1/2018,Country or economy,Africa,Heating and cooling systems,600,
Seychelles,9/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,9/1/2018,Country or economy,Africa,Wind,0,
Seychelles,10/1/2018,Country or economy,Africa,All technologies,45049,
Seychelles,10/1/2018,Country or economy,Africa,Batteries,34056,
Seychelles,10/1/2018,Country or economy,Africa,EVs,6100,
Seychelles,10/1/2018,Country or economy,Africa,Grid,1818,
Seychelles,10/1/2018,Country or economy,Africa,Heating and cooling systems,0,
Seychelles,10/1/2018,Country or economy,Africa,Solar PV,0,
Seychelles,10/1/2018,Country or economy,Africa,Wind,3075,
Seychelles,11/1/2018,Country or economy,Africa,All technologies,1490064,
Seychelles,11/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,11/1/2018,Country or economy,Africa,EVs,16751,
Seychelles,11/1/2018,Country or economy,Africa,Grid,0,
Seychelles,11/1/2018,Country or economy,Africa,Heating and cooling systems,124742,
Seychelles,11/1/2018,Country or economy,Africa,Solar PV,1348571,
Seychelles,11/1/2018,Country or economy,Africa,Wind,0,
Seychelles,12/1/2018,Country or economy,Africa,All technologies,93824,
Seychelles,12/1/2018,Country or economy,Africa,Batteries,0,
Seychelles,12/1/2018,Country or economy,Africa,EVs,0,
Seychelles,12/1/2018,Country or economy,Africa,Grid,0,
Seychelles,12/1/2018,Country or economy,Africa,Heating and cooling systems,62225,
Seychelles,12/1/2018,Country or economy,Africa,Solar PV,31599,
Seychelles,12/1/2018,Country or economy,Africa,Wind,0,
Seychelles,1/1/2019,Country or economy,Africa,All technologies,209,
Seychelles,1/1/2019,Country or economy,Africa,Batteries,0,
Seychelles,1/1/2019,Country or economy,Africa,EVs,0,
Seychelles,1/1/2019,Country or economy,Africa,Grid,0,
Seychelles,1/1/2019,Country or economy,Africa,Heating and cooling systems,209,
Seychelles,1/1/2019,Country or economy,Africa,Solar PV,0,
Seychelles,1/1/2019,Country or economy,Africa,Wind,0,
Seychelles,2/1/2019,Country or economy,Africa,All technologies,65399,2290356
Seychelles,2/1/2019,Country or economy,Africa,Batteries,136,57409
Seychelles,2/1/2019,Country or economy,Africa,EVs,1528,46644
Seychelles,2/1/2019,Country or economy,Africa,Grid,0,21506
Seychelles,2/1/2019,Country or economy,Africa,Heating and cooling systems,63735,479662
Seychelles,2/1/2019,Country or economy,Africa,Solar PV,0,1682060
Seychelles,2/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,3/1/2019,Country or economy,Africa,All technologies,103738,2110962
Seychelles,3/1/2019,Country or economy,Africa,Batteries,33423,90832
Seychelles,3/1/2019,Country or economy,Africa,EVs,9525,54969
Seychelles,3/1/2019,Country or economy,Africa,Grid,60790,82296
Seychelles,3/1/2019,Country or economy,Africa,Heating and cooling systems,0,479662
Seychelles,3/1/2019,Country or economy,Africa,Solar PV,0,1400128
Seychelles,3/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,4/1/2019,Country or economy,Africa,All technologies,31508,2125882
Seychelles,4/1/2019,Country or economy,Africa,Batteries,0,90832
Seychelles,4/1/2019,Country or economy,Africa,EVs,2650,57619
Seychelles,4/1/2019,Country or economy,Africa,Grid,0,65708
Seychelles,4/1/2019,Country or economy,Africa,Heating and cooling systems,28858,508520
Seychelles,4/1/2019,Country or economy,Africa,Solar PV,0,1400128
Seychelles,4/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,5/1/2019,Country or economy,Africa,All technologies,164072,2158772
Seychelles,5/1/2019,Country or economy,Africa,Batteries,382,67997
Seychelles,5/1/2019,Country or economy,Africa,EVs,46274,103893
Seychelles,5/1/2019,Country or economy,Africa,Grid,0,65208
Seychelles,5/1/2019,Country or economy,Africa,Heating and cooling systems,0,401055
Seychelles,5/1/2019,Country or economy,Africa,Solar PV,117416,1517544
Seychelles,5/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,6/1/2019,Country or economy,Africa,All technologies,24218,2112821
Seychelles,6/1/2019,Country or economy,Africa,Batteries,0,67997
Seychelles,6/1/2019,Country or economy,Africa,EVs,20501,124394
Seychelles,6/1/2019,Country or economy,Africa,Grid,0,62608
Seychelles,6/1/2019,Country or economy,Africa,Heating and cooling systems,3717,357161
Seychelles,6/1/2019,Country or economy,Africa,Solar PV,0,1497586
Seychelles,6/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,7/1/2019,Country or economy,Africa,All technologies,279233,2321317
Seychelles,7/1/2019,Country or economy,Africa,Batteries,20636,88633
Seychelles,7/1/2019,Country or economy,Africa,EVs,5451,129845
Seychelles,7/1/2019,Country or economy,Africa,Grid,0,62608
Seychelles,7/1/2019,Country or economy,Africa,Heating and cooling systems,253146,539570
Seychelles,7/1/2019,Country or economy,Africa,Solar PV,0,1497586
Seychelles,7/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,8/1/2019,Country or economy,Africa,All technologies,88153,2386067
Seychelles,8/1/2019,Country or economy,Africa,Batteries,86916,175549
Seychelles,8/1/2019,Country or economy,Africa,EVs,0,108780
Seychelles,8/1/2019,Country or economy,Africa,Grid,0,62608
Seychelles,8/1/2019,Country or economy,Africa,Heating and cooling systems,1237,538469
Seychelles,8/1/2019,Country or economy,Africa,Solar PV,0,1497586
Seychelles,8/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,9/1/2019,Country or economy,Africa,All technologies,10853,2396320
Seychelles,9/1/2019,Country or economy,Africa,Batteries,0,175549
Seychelles,9/1/2019,Country or economy,Africa,EVs,8313,117093
Seychelles,9/1/2019,Country or economy,Africa,Grid,0,62608
Seychelles,9/1/2019,Country or economy,Africa,Heating and cooling systems,0,537869
Seychelles,9/1/2019,Country or economy,Africa,Solar PV,2540,1500126
Seychelles,9/1/2019,Country or economy,Africa,Wind,0,3075
Seychelles,10/1/2019,Country or economy,Africa,All technologies,91659,2442930
Seychelles,10/1/2019,Country or economy,Africa,Batteries,38465,179958
Seychelles,10/1/2019,Country or economy,Africa,EVs,4835,115828
Seychelles,10/1/2019,Country or economy,Africa,Grid,0,60790
Seychelles,10/1/2019,Country or economy,Africa,Heating and cooling systems,48359,586228
Seychelles,10/1/2019,Country or economy,Africa,Solar PV,0,1500126
Seychelles,10/1/2019,Country or economy,Africa,Wind,0,0
Seychelles,11/1/2019,Country or economy,Africa,All technologies,53783,1006649
Seychelles,11/1/2019,Country or economy,Africa,Batteries,1093,181051
Seychelles,11/1/2019,Country or economy,Africa,EVs,52690,151767
Seychelles,11/1/2019,Country or economy,Africa,Grid,0,60790
Seychelles,11/1/2019,Country or economy,Africa,Heating and cooling systems,0,461486
Seychelles,11/1/2019,Country or economy,Africa,Solar PV,0,151555
Seychelles,11/1/2019,Country or economy,Africa,Wind,0,0
Seychelles,12/1/2019,Country or economy,Africa,All technologies,186636,1099461
Seychelles,12/1/2019,Country or economy,Africa,Batteries,633,181684
Seychelles,12/1/2019,Country or economy,Africa,EVs,0,151767
Seychelles,12/1/2019,Country or economy,Africa,Grid,0,60790
Seychelles,12/1/2019,Country or economy,Africa,Heating and cooling systems,124231,523492
Seychelles,12/1/2019,Country or economy,Africa,Solar PV,61772,181728
Seychelles,12/1/2019,Country or economy,Africa,Wind,0,0
Seychelles,1/1/2020,Country or economy,Africa,All technologies,7904,1107156
Seychelles,1/1/2020,Country or economy,Africa,Batteries,7904,189588
Seychelles,1/1/2020,Country or economy,Africa,EVs,0,151767
Seychelles,1/1/2020,Country or economy,Africa,Grid,0,60790
Seychelles,1/1/2020,Country or economy,Africa,Heating and cooling systems,0,523283
Seychelles,1/1/2020,Country or economy,Africa,Solar PV,0,181728
Seychelles,1/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,2/1/2020,Country or economy,Africa,All technologies,76396,1118153
Seychelles,2/1/2020,Country or economy,Africa,Solar PV,76396,258124
Seychelles,3/1/2020,Country or economy,Africa,All technologies,88375,1102790
Seychelles,3/1/2020,Country or economy,Africa,Batteries,8241,197693
Seychelles,3/1/2020,Country or economy,Africa,EVs,0,150239
Seychelles,3/1/2020,Country or economy,Africa,Grid,0,60790
Seychelles,3/1/2020,Country or economy,Africa,Heating and cooling systems,80134,539682
Seychelles,3/1/2020,Country or economy,Africa,Solar PV,0,258124
Seychelles,3/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,4/1/2020,Country or economy,Africa,All technologies,322526,1393808
Seychelles,4/1/2020,Country or economy,Africa,Batteries,0,164270
Seychelles,4/1/2020,Country or economy,Africa,EVs,0,140714
Seychelles,4/1/2020,Country or economy,Africa,Grid,270802,270802
Seychelles,4/1/2020,Country or economy,Africa,Heating and cooling systems,51724,591406
Seychelles,4/1/2020,Country or economy,Africa,Solar PV,0,258124
Seychelles,4/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,5/1/2020,Country or economy,Africa,All technologies,54889,1284625
Seychelles,5/1/2020,Country or economy,Africa,Batteries,0,164270
Seychelles,5/1/2020,Country or economy,Africa,EVs,4211,142275
Seychelles,5/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,5/1/2020,Country or economy,Africa,Heating and cooling systems,50678,613226
Seychelles,5/1/2020,Country or economy,Africa,Solar PV,0,140708
Seychelles,5/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,6/1/2020,Country or economy,Africa,All technologies,51068,1311475
Seychelles,6/1/2020,Country or economy,Africa,Batteries,0,163888
Seychelles,6/1/2020,Country or economy,Africa,EVs,3000,99001
Seychelles,6/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,6/1/2020,Country or economy,Africa,Heating and cooling systems,48068,661294
Seychelles,6/1/2020,Country or economy,Africa,Solar PV,0,140708
Seychelles,6/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,7/1/2020,Country or economy,Africa,All technologies,74781,1107023
Seychelles,7/1/2020,Country or economy,Africa,Batteries,0,163888
Seychelles,7/1/2020,Country or economy,Africa,EVs,27587,106087
Seychelles,7/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,7/1/2020,Country or economy,Africa,Heating and cooling systems,46842,704419
Seychelles,7/1/2020,Country or economy,Africa,Solar PV,352,141060
Seychelles,7/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,8/1/2020,Country or economy,Africa,All technologies,58305,1077175
Seychelles,8/1/2020,Country or economy,Africa,Batteries,2387,145639
Seychelles,8/1/2020,Country or economy,Africa,EVs,0,100636
Seychelles,8/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,8/1/2020,Country or economy,Africa,Heating and cooling systems,55918,507191
Seychelles,8/1/2020,Country or economy,Africa,Solar PV,0,141060
Seychelles,8/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,9/1/2020,Country or economy,Africa,All technologies,769675,1835997
Seychelles,9/1/2020,Country or economy,Africa,Batteries,716,59439
Seychelles,9/1/2020,Country or economy,Africa,EVs,0,100636
Seychelles,9/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,9/1/2020,Country or economy,Africa,Heating and cooling systems,0,505954
Seychelles,9/1/2020,Country or economy,Africa,Solar PV,768959,907479
Seychelles,9/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,10/1/2020,Country or economy,Africa,All technologies,40002,1784340
Seychelles,10/1/2020,Country or economy,Africa,Batteries,0,59439
Seychelles,10/1/2020,Country or economy,Africa,EVs,0,92323
Seychelles,10/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,10/1/2020,Country or economy,Africa,Heating and cooling systems,40002,545956
Seychelles,10/1/2020,Country or economy,Africa,Solar PV,0,907479
Seychelles,10/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,11/1/2020,Country or economy,Africa,All technologies,34429,1764986
Seychelles,11/1/2020,Country or economy,Africa,Batteries,160,21134
Seychelles,11/1/2020,Country or economy,Africa,EVs,0,87488
Seychelles,11/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,11/1/2020,Country or economy,Africa,Heating and cooling systems,34269,531866
Seychelles,11/1/2020,Country or economy,Africa,Solar PV,0,907479
Seychelles,11/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,12/1/2020,Country or economy,Africa,All technologies,23510,1601860
Seychelles,12/1/2020,Country or economy,Africa,Batteries,19123,39164
Seychelles,12/1/2020,Country or economy,Africa,EVs,0,34798
Seychelles,12/1/2020,Country or economy,Africa,Grid,0,270802
Seychelles,12/1/2020,Country or economy,Africa,Heating and cooling systems,4200,536066
Seychelles,12/1/2020,Country or economy,Africa,Solar PV,187,845894
Seychelles,12/1/2020,Country or economy,Africa,Wind,0,0
Seychelles,1/1/2021,Country or economy,Africa,All technologies,245484,1839440
Seychelles,1/1/2021,Country or economy,Africa,Batteries,27072,65603
Seychelles,1/1/2021,Country or economy,Africa,EVs,0,34798
Seychelles,1/1/2021,Country or economy,Africa,Grid,0,270802
Seychelles,1/1/2021,Country or economy,Africa,Heating and cooling systems,43200,455035
Seychelles,1/1/2021,Country or economy,Africa,Solar PV,175212,1021106
Seychelles,1/1/2021,Country or economy,Africa,Wind,0,0
Seychelles,2/1/2021,Country or economy,Africa,All technologies,186652,1949696
Seychelles,2/1/2021,Country or economy,Africa,Batteries,113581,171280
Seychelles,2/1/2021,Country or economy,Africa,EVs,0,34798
Seychelles,2/1/2021,Country or economy,Africa,Grid,0,270802
Seychelles,2/1/2021,Country or economy,Africa,Heating and cooling systems,73071,528106
Seychelles,2/1/2021,Country or economy,Africa,Solar PV,0,944710
Seychelles,2/1/2021,Country or economy,Africa,Wind,0,0
Seychelles,3/1/2021,Country or economy,Africa,All technologies,63929,1925250
Seychelles,3/1/2021,Country or economy,Africa,Batteries,2789,165828
Seychelles,3/1/2021,Country or economy,Africa,EVs,0,34798
Seychelles,3/1/2021,Country or economy,Africa,Grid,0,270802
Seychelles,3/1/2021,Country or economy,Africa,Heating and cooling systems,61140,509112
Seychelles,3/1/2021,Country or economy,Africa,Solar PV,0,944710
Seychelles,3/1/2021,Country or economy,Africa,Wind,0,0
Seychelles,4/1/2021,Country or economy,Africa,All technologies,140363,1743087
Seychelles,4/1/2021,Country or economy,Africa,Batteries,0,165828
Seychelles,4/1/2021,Country or economy,Africa,EVs,7392,42190
Seychelles,4/1/2021,Country or economy,Africa,Grid,0,0
Seychelles,4/1/2021,Country or economy,Africa,Heating and cooling systems,77691,535079
Seychelles,4/1/2021,Country or economy,Africa,Solar PV,55280,999990
Seychelles,4/1/2021,Country or economy,Africa,Wind,0,0
Seychelles,5/1/2021,Country or economy,Africa,All technologies,24048,1712246
Seychelles,5/1/2021,Country or economy,Africa,Batteries,21408,187236
Seychelles,5/1/2021,Country or economy,Africa,EVs,670,38649
